Evento,RGS,Perfil solicitado,EVC,Habilidades Técnicas,Pruebas,Medellin,Fecha Solicitud,Tipo Solicitud,Estado,Observaciones
3080,,DESARROLLOS MOBILE SENIOR,,Dart;SQL Server;Artifactory;Flutter;Mockito;Postman ,TST_2024_V1: MATRIZ_ING_SOFTWARE_FRONTEND/MOBILE,0,7/9/24,NUEVA,APLICADO_NO_SELECCIONADO,
3081,,DESARROLLOS BACK-END SENIOR,,Java SE;Elixir;PostgreSQL;AWS DynamoDB;Spring Boot;Spring Cloud;Artifactory;SWIFT;SOLID;Pruebas Unitarias;Apache Kafka;DOCKER;Gradle;Análisis Estático (SonarQube) Spring boot y aplicaciones reactivas,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,7/10/24,NUEVA,APLICADO_NO_SELECCIONADO,
3084,,DESARROLLOS FULL-STACK JUNIOR,,TYPESCRIPT;REACT;PostgreSQL;AWS DynamoDB;Spring Boot;AMAZON EC2;Event-driven Architecture (EDA);OpenAPI;Kubernetes;Apache Kafka;Git;Postman," ;TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",0,7/12/24,NUEVA,CANCELADO,
3096,,DESARROLLOS FULL-STACK SEMI-SENIOR,,TYPESCRIPT;REACT;PostgreSQL;AWS DynamoDB;Spring Boot;AMAZON EC2;Event-driven Architecture (EDA);OpenAPI;Kubernetes;Apache Kafka;Git;Postman developer fullstack;AWS e infra," ;TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",0,7/15/24,NUEVA,APLICADO_PRESELECCIONADO,
3097,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,Distribución a Distancia,Java SE;SQL;MYSQL;PostgreSQL; SERENITY;Micro Focus Extra! X-treme (MyExtra);REST;DevOps;AWS RDS;Selenium;Postman ,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,7/17/24,REEMPLAZO,APLICADO_PRESELECCIONADO,ROBERTH ALEXIS GONZALEZ CAICEDO
3094,,DESARROLLOS MOBILE SENIOR,,Dart;Flutter;Push Notification;Git,TST_2024_V1: MATRIZ_ING_SOFTWARE_FRONTEND/MOBILE,0,7/19/24,NUEVA,APLICADO_PRESELECCIONADO,
3075,,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;REDIS;Spring Boot;Spring Cloud;Artifactory;Pruebas Unitarias;SOLID;DOCKER;Kubernetes;RabbitMQ;Git,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,7/19/24,NUEVA,APLICADO_PRESELECCIONADO,
3108,,DESARROLLOS MOBILE SENIOR,,Dart;SQL Server;Artifactory;Flutter;Mockito;Gitse requieren front mobile con conocimientos en flutter;arquitecturas limpias;git ,TST_2024_V1: MATRIZ_ING_SOFTWARE_FRONTEND/MOBILE,0,7/23/24,NUEVA,NO_APLICADO,
3101,,AUTOMATIZACIÓN DE PRUEBAS,Distribución Digital Personas,PostgreSQL;SERENITY;Micro Focus Extra! X-treme (MyExtra);Kobiton;Selenium ,,0,7/22/24,REASIGNACION,CANCELADO,
3118,9616716,AUTOMATIZACIÓN DE PRUEBAS,PORTAL DE CONTENIDOS 1 TI,,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,7/29/24,REEMPLAZO,APLICADO_SELECCIONADO,
3087,,DESARROLLOS BACK-END SENIOR,TALENTO CULTURA Y SERVICIOS ADMINISTRATIVOS,Java SE;PostgreSQL;SQL Server;Spring Boot;Artifactory Se postea para su gestión Tener en cuenta;se requieren conocimientos en: Java;spring boot;principios SOLID;arq limpia;contenedores;microservicios Adicional recuerde que los resultados de las pruebas deben ser compartidos en Evalart ,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,1,7/30/24,NUEVA,APLICADO_PRESELECCIONADO,
3125,9622068,ANÁLISIS DE PERFORMANCE SENIOR,DEPOSITOS Y CUENTAS ESPECIALES,Java SE;JavaScript;Jmeter;DevOps/tipos de pruebas de performance;devOps y Jmeter ,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,7/30/24,REEMPLAZO,APLICADO_SELECCIONADO,
3129,9622067,DESARROLLOS FULL-STACK SEMI-SENIOR,Capacidades De Ciberseguridad,Java SE;JavaScript;SQL Server;MYSQL;Angular;Spring Boot;AMAZON EC2;DOCKER;Git;UrbanCode INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: nube de AWS;conocimientos generales deseables en Ciberseguridad y criptografía;y conocimientos y manejo en lenguajes Cloud Native," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava)",0,8/1/24,NUEVA,APLICADO_NO_SELECCIONADO,
3126,9620580 9622066 9625902,DESARROLLOS BACK-END SEMI-SENIOR,DEPOSITOS Y CUENTAS ESPECIALES,RPG/ILE;CL;DB2;AWS DynamoDB;Spring Boot;Artifactory;DOCKER;Git INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: Iseries AS400 ;programación RPG;RPGSQL;CL y AWS Nivel Medio,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,8/1/24,NUEVA,NO_APLICADO,
3123,9620578 9620579,DESARROLLOS FULL-STACK SEMI-SENIOR,DEPOSITOS Y CUENTAS ESPECIALES,Java SE;TYPESCRIPT;PostgreSQL;MongoDB;Spring Boot;Angular;AMAZON EC2;Artifactory;AMQP;DOCKER;Kubernetes;Git;Gradle INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: AWS;programación java;programación reactiva;manejo de framework spring boot y angular adicionales: Artifactory;Git;Postman y manejo de bases de datos SQL y NoSQL ," ;TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava)",,8/1/24,NUEVA,APLICADO_DESISTIDO,
3124,9622130,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR ,DEPOSITOS Y CUENTAS ESPECIALES  ,,,,8/2/24,NUEVA,APLICADO_DESISTIDO,
3130,9622171,DESARROLLOS SOA-API SEMI-SENIOR,INMOBILIARIO,JavaScript;YAML;Servicios de integración;REST;Kubernetes;IBM MQ;Postman ;Git INFORMACIÓN ADICIONAL: Se postea para su gestión Hace referencia a la rotación de LADY JOHANNA RAMIREZ RAMIREZ Tener en cuenta;se requieren conocimientos en: K8s Java;JavScript;Json;APIs ApiConnect;VSTS, ;TST_2024_V1: MATRIZ_ING_SOFTWARE_MIDDLEWARE,,8/2/24,REEMPLAZO,APLICADO_SELECCIONADO,
3126,9633421,DESARROLLOS BACK-END SEMI-SENIOR,DEPOSITOS Y CUENTAS ESPECIALES,RPG/ILE;CL;DB2;AWS DynamoDB;Spring Boot;Artifactory;DOCKER;Git INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: Iseries AS400 ;programación RPG;RPGSQL;CL y AWS Nivel Medio,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,8/12/24,NUEVA,APLICADO_PRESELECCIONADO,
3151,9635397,ANÁLISIS DE PERFORMANCE SEMI-SENIOR,DEPOSITOS Y CUENTAS ESPECIALES  ,Java SE;JavaScript;Jmeter;DevOps;ISERIES, ;TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,,8/13/24,NUEVA,APLICADO_PRESELECCIONADO,
3152,9635500,DESARROLLOS FULL-STACK SENIOR,DEPOSITOS Y CUENTAS ESPECIALES  ,Java SE;Python;AWS DynamoDB;MongoDB;Spring Cloud;Spring Boot;AMAZON EC2;Artifactory;Event-driven Architecture (EDA);Azure Active Directory;Kubernetes;DOCKER;Git;UrbanCode INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: Nube AWS;Doker;Kubernetes;Java;Devops," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: JAVA+SQL_ETS(FSJava)",,8/13/24,NUEVA,APLICADO_SELECCIONADO,
3129,9637883,DESARROLLOS FULL-STACK SEMI-SENIOR,Capacidades De Ciberseguridad,Java SE;JavaScript;SQL Server;MYSQL;Angular;Spring Boot;AMAZON EC2;DOCKER;Git;UrbanCode INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: nube de AWS;conocimientos generales deseables en Ciberseguridad y criptografía;y conocimientos y manejo en lenguajes Cloud Native ," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava)",,8/14/24,NUEVA,NO_APLICADO,
3170,9643219 9643220 9643221 9643222,AUTOMATIZACIÓN DE PRUEBAS SENIOR,Distribución Digital Personas,Java SE;SQL;AWS DynamoDB;PostgreSQL;Karate Framework; SERENITY;Micro Focus Extra! X-treme (MyExtra);BDD (Gherkin / Serenity);DevOps;Kobiton;AWS RDS;GraphQL;Postman , ;TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,8/20/24,NUEVA,NO_APLICADO,
3166,9643235 9643236,AUTOMATIZACIÓN DE PRUEBAS SENIOR,Inclusión,Java SE;SQL;AWS DynamoDB;PostgreSQL;Karate Framework; SERENITY;Micro Focus Extra! X-treme (MyExtra);BDD (Gherkin / Serenity);DevOps;Kobiton;AWS RDS;GraphQL;Postman , ;TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,8/20/24,NUEVA,CANCELADO,
3185,9653576,AUTOMATIZACIÓN DE PRUEBAS SENIOR,Galatea : Modernización de Canales,Java SE;XPATH;AWS DynamoDB;PostgreSQL;Karate Framework; SERENITY;Gherkin / Cucumber;DevOps;Kobiton;Selenium;Appium e requieren conocimientos en: pruebas funcionales (Integración;E2E) y no funcionales (Performance) Necesario el uso de la herramienta Apache Jmeter , ;TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,8/28/24,NUEVA,CANCELADO,
3115,N/A,DESARROLLOS FULL-STACK SENIOR ,Ecosistemas Bass,Java SETYPESCRIPT;PostgreSQL;MongoDB;Angular;Spring Boot;AMAZON EC2;SOLID;DOCKER;Kubernetes;Git,,0,8/29/24,REASIGNACION,APLICADO_SELECCIONADO,
3199,9658952,DESARROLLOS MOBILE SENIOR,,Dart;JavaScript;SQLite;SQL Server;Artifactory;SWIFT;NoSQL/Bases de datos no relacionales;Flutter;Mockito;Git;Postman ,TST_2024_V1: MATRIZ_ING_SOFTWARE_FRONTEND/MOBILE,0,8/28/24,NUEVA,APLICADO_PRESELECCIONADO,
3196,9653653,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;SQL;PostgreSQL;AWS DynamoDB; SERENITY;Patrón de diseño ScreenPlay;Gherkin / Cucumber;AWS RDS patrón de automatización Screenplay con serenity BDD;Cucumber;Rest services;AWS;BD Aurora ;SQL Server, ;TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,8/28/24,REEMPLAZO,APLICADO_SELECCIONADO,Mateo Ortiz
3191,9657539,AUTOMATIZACIÓN DE PRUEBAS SEMI SENIOR,,Java SE;SQL;PostgreSQL;AWS DynamoDB; SERENITY;Patrón de diseño ScreenPlay;Gherkin / Cucumber;AWS RDS patrón de automatización Screenplay con serenity BDD;Cucumber;Rest services;AWS;BD Aurora ;SQL Server, ;TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,8/30/24,NUEVA,APLICADO_DESISTIDO,Kevin Alvarez
3215,9660582,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;PostgreSQL;Spring Boot;Spring Web;Artifactory;Pruebas Unitarias;Pruebas de Performance;Kubernetes;DOCKER;RabbitMQ;GitHace referencia a la rotación de DIEGO ARMANDO AMEZQUITA PERDOMO Tener en cuenta;conocimientos adicionales en: junit;Mockito;Karate;Gradle;jmeter;Programacion Reactiva;DevOps;CleanArchitecture;CleanCode;Sonar;SOLID;Swagger;CloudAws;Servicios Rest;Postman,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,REEMPLAZO,APLICADO_DESISTIDO,
3215,,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;PostgreSQL;Spring Boot;Spring Web;Artifactory;Pruebas Unitarias;Pruebas de Performance;Kubernetes;DOCKER;RabbitMQ;GitHace referencia a la rotación de DIEGO ARMANDO AMEZQUITA PERDOMO Tener en cuenta;conocimientos adicionales en: junit;Mockito;Karate;Gradle;jmeter;Programacion Reactiva;DevOps;CleanArchitecture;CleanCode;Sonar;SOLID;Swagger;CloudAws;Servicios Rest;Postman,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,REEMPLAZO,APLICADO_SELECCIONADO,DIEGO ARMANDO AMEZQUITA PERDOMO
3205,9660583,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;SQL Server;Spring Boot;Artifactory;SOLID;Kubernetes;WMQ;Git;Gradle,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,NUEVA,CANCELADO,
3207,,DESARROLLOS BACK-END SENIOR,,Java SE;Elixir;PostgreSQL;AWS DynamoDB;Spring Boot;Spring Cloud;SWIFT;Artifactory;OAuth 20;Azure Active Directory;Kubernetes;WAS;Git;GradleTener en cuenta;se requieren conocimientos en: JAVA REACTIVO,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,NUEVA,APLICADO_SELECCIONADO,
3207,9660596,DESARROLLOS BACK-END SENIOR,,Java SE;Elixir;PostgreSQL;AWS DynamoDB;Spring Boot;Spring Cloud;SWIFT;Artifactory;OAuth 20;Azure Active Directory;Kubernetes;WAS;Git;GradleTener en cuenta;se requieren conocimientos en: JAVA REACTIVO,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,NUEVA,NO_APLICADO,
3209,9660585,DESARROLLOS BACK-END SENIOR,,Elixir;Java SE;REDIS;AWS DynamoDB;Artifactory;SOLID;Pruebas Unitarias;DOCKER;Kubernetes;Git;Análisis Estático (SonarQube),TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,NUEVA,APLICADO_DESISTIDO,
3209,,DESARROLLOS BACK-END SENIOR,,Elixir;Java SE;REDIS;AWS DynamoDB;Artifactory;SOLID;Pruebas Unitarias;DOCKER;Kubernetes;Git;Análisis Estático (SonarQube),TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,NUEVA,NO_APLICADO,
3211,9660586,DESARROLLOS BACK-END SENIOR,,Java SE;PostgreSQL;AWS DynamoDB;Spring Boot;Artifactory;SOLID;Pruebas Unitarias;DOCKER;Apache Kafka;Git;Gradle,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,NUEVA,APLICADO_PRESELECCIONADO,
3208,9660587,DESARROLLOS BACK-END SENIOR,,Java SE;Elixir;AWS DynamoDB;PostgreSQL;Spring Boot;Artifactory;Event-driven Architecture (EDA);SOLID;DOCKER;Kubernetes;Análisis Estático (SonarQube);GitJava reactivo con Spring boot - Conocimiento en AWS (Contenerización de aplicaciones;telemetria;logs;etc) - Conocimiento en DevOps - Conocimiento en python con django (Opcional),TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,NUEVA,APLICADO_PRESELECCIONADO,
3208,9660587,DESARROLLOS BACK-END SENIOR,,Java SE;Elixir;AWS DynamoDB;PostgreSQL;Spring Boot;Artifactory;Event-driven Architecture (EDA);SOLID;DOCKER;Kubernetes;Análisis Estático (SonarQube);GitJava reactivo con Spring boot - Conocimiento en AWS (Contenerización de aplicaciones;telemetria;logs;etc) - Conocimiento en DevOps - Conocimiento en python con django (Opcional),TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,NUEVA,NO_APLICADO,
3210,9660588,DESARROLLOS MOBILE SENIOR,,Dart;Flutter;Git;Selenium se requieren conocimientos en: Programa de Interoperabilidad - Ingeniero desarrollo App Movil (Flutter),TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,NUEVA,APLICADO_PRESELECCIONADO,
3216,9660597,DESARROLLOS MOBILE SENIOR,,Dart;SQL Server;SQLite;Artifactory;Flutter;Git;Android Studiose requieren conocimientos nivel senior en desarrollo Flutter - DevOps - EKS - Metodologia Agíl - Despliegue de aplicaciones en la nube,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,NUEVA,APLICADO_NO_SELECCIONADO,
3203,9680448,DESARROLLOS MOBILE SENIOR,,Dart;SQLite;SWIFT;Flutter;Mockito;Git;Postman se requieren conocimientos en: FLUTTER;en Android y iOS,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/3/24,NUEVA,APLICADO_SELECCIONADO,
3220,9663889,DESARROLLOS BACK-END SEMI-SENIOR,Galatea : Modernización de Canales,Java SE;JavaScript;PostgreSQL;AWS DynamoDB;Spring Boot;Kubernetes;Gitse requieren conocimientos en: programación reactiva y arquitectura limpia;Experiencia en AWS,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/4/24,NUEVA,APLICADO_PRESELECCIONADO,
3214,9662603,DESARROLLOS BACK-END SENIOR(Python),Gestión del fraude,Java SE;Python;PostgreSQL;SQL Server;Spring Boot;Artifactory;SOLID;Pruebas Unitarias;Apache Kafka;DOCKER;Git;Gradle,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/4/24,NUEVA,APLICADO_PRESELECCIONADO,
3214,9662604,DESARROLLOS BACK-END SENIOR(Python),Gestión del fraude,Java SE;Python;PostgreSQL;SQL Server;Spring Boot;Artifactory;SOLID;Pruebas Unitarias;Apache Kafka;DOCKER;Git;Gradle,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/4/24,NUEVA,NO_APLICADO,
3222,9662600,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR (My Extra),Depositos y Cuentas Especiales,Java SE;SQL;DB2; SERENITY;Micro Focus Extra! X-treme (MyExtra) automatizaciones en Iseries,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/4/24,NUEVA,APLICADO_PRESELECCIONADO,
3223,9662601,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR (My Extra),Distribución digital de Negocios,Java SE;DB2;SQL Server;Karate Framework; SERENITY;Micro Focus Extra! X-treme (MyExtra);Patrón de diseño ScreenPlay;Gherkin / Cucumber;Selenium;Git,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/4/24,NUEVA,NO_APLICADO,
3224,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR (My Extra,Entorno de productos TI,Java SE;PostgreSQL;DB2; SERENITY;Karate Framework;Micro Focus Extra! X-treme (MyExtra);DevOps;Patrón de diseño ScreenPlay;AWS RDS;Postman ;Git Hace referencia a la rotación de CARLOS ANDRES GIL HERNANDEZ Tener en cuenta;se requieren conocimientos en: selenium;serenity con patrones de diseño screenplay;DevOps con AWS,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/4/24,REEMPLAZO,APLICADO_SELECCIONADO,Carlos Gil
3226,9676442,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;SQL;MYSQL; SERENITY;Micro Focus Extra! X-treme (MyExtra);Patrón de diseño ScreenPlay;DevOps;AWS RDS;Postman ;Git,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/6/24,REEMPLAZO,APLICADO_NO_SELECCIONADO,CarlosPompayo
3229,9665788,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,: Java SE;SQL;PostgreSQL;MYSQL; SERENITY;AWS RDS;Selenium,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/6/24,REEMPLAZO,APLICADO_SELECCIONADO,Marcela Arango
3236,9673492,DESARROLLOS BACK-END SENIOR(Python),Datos Analitica,Python;AWS DynamoDB;MYSQL;Flask;Express;Artifactory;Pruebas Unitarias;Pruebas de Performance;DOCKER;Kubernetes;Análisis Estático (SonarQube);Git,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/11/24,NUEVA,APLICADO_SELECCIONADO,
3236,9673491,DESARROLLOS BACK-END SENIOR(Python),Datos Analitica,Python;AWS DynamoDB;MYSQL;Flask;Express;Artifactory;Pruebas Unitarias;Pruebas de Performance;DOCKER;Kubernetes;Análisis Estático (SonarQube);Git,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/11/24,NUEVA,NO_APLICADO,
3243,9673494,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,Nuevas Soluciones de Flujos,Java SE;PostgreSQL;MongoDB; SERENITY;Micro Focus Extra! X-treme (MyExtra);BDD (Gherkin / Serenity);AWS RDS;Selenium;Postmanse requieren conocimientos en: Java;Principios SOLID;Pirámide SCOTT;Base de datos;Arquitecturas limpias;Automatización de pruebas (E2E;REST);Certificación de pruebas (Documentación);Manejo en matriz de riesgo;Diseño y elaboración de casos de usos;Manejo y conocimiento de servicios AWS;Patrón de diseño Screenplay;Selenium ,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/12/24,REEMPLAZO,APLICADO_SELECCIONADO,EDWAR JAVIER FLOREZ RINCON  
3238,9673493,DESARROLLOS BACK-END SENIOR(Python),Depositos y Cuenta Especiles,Python;Java SE;AWS DynamoDB;Spring Boot;Artifactory;Pruebas Unitarias;Event-driven Architecture (EDA);Apache Kafka;Kubernetes;Git;Postman ,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/12/24,NUEVA,CANCELADO,
3238,9676443,DESARROLLOS BACK-END SENIOR(Python),Depositos y Cuenta Especiles,Python;Java SE;AWS DynamoDB;Spring Boot;Artifactory;Pruebas Unitarias;Event-driven Architecture (EDA);Apache Kafka;Kubernetes;Git;Postman ,,0,9/12/24,NUEVA,CANCELADO,
3249,9675332,DESARROLLOS MOBILE SENIOR ,Distribución Digital Personas,Dart;JavaScript;SQL Server;Artifactory;Flutter;Mockito;Postman ;Git,TST_2024_V1: MATRIZ_ING_SOFTWARE_FRONTEND/MOBILE,0,9/13/24,NUEVA,APLICADO_SELECCIONADO,
3247,9675261,AUTOMATIZACIÓN DE PRUEBAS SENIOR,Depositos y Cuenta Especiles,Java SE;Python;PostgreSQL;MongoDB;Karate Framework; SERENITY;Patrón de diseño ScreenPlay;AWS RDS;Git;Postman ,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,9/13/24,NUEVA,CANCELADO,
3247,9676441,AUTOMATIZACIÓN DE PRUEBAS SENIOR,Depositos y Cuenta Especiles,Java SE;Python;PostgreSQL;MongoDB;Karate Framework; SERENITY;Patrón de diseño ScreenPlay;AWS RDS;Git;Postman ,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,9/13/24,NUEVA,CANCELADO,
3246,9675262,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR PlayWrite,Ventas Digitales y Técnologia de mercado,Java SE;MYSQL; SERENITY;Gherkin / Cucumber;DevOps;AWS RDS se requieren conocimientos en: testing;pirámide de cohn ;e2e como las pruebas especializadas;Playwright Adicional;conocimientos en virtual testing general con IA;conocimientos base en librerías de diseño y automatización a nivel de Front ,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,9/13/24,NUEVA,APLICADO_PRESELECCIONADO,
3167,9678685,DESARROLLOS BACK-END SENIOR,,,,,9/17/24,NUEVA,APLICADO_DESISTIDO,BGS Negativo
3242,9680558,DESARROLLOS MOBILE SEMI SENIOR,,,,,9/17/24,NUEVA,APLICADO_SELECCIONADO,
3209,9680337,DESARROLLOS BACK-END SENIOR ELIXIR,Gestión del fraude,Elixir;Java SE;REDIS;AWS DynamoDB;Artifactory;SOLID;Pruebas Unitarias;DOCKER;Kubernetes;Git;Análisis Estático (SonarQube),,,9/17/24,NUEVA,APLICADO_SELECCIONADO,
3235,9682609,DESARROLLOS BACK-END Junior (AS400),Depositos y cuentas especiales,PG/ILE;CL;DB2;PostgreSQL;Artifactory;Pruebas Unitarias,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/18/24,NUEVA,APLICADO_PRESELECCIONADO,
3252,Interno,DESARROLLOS BACK-END SENIOR, APP Y SVP PERSONAS 1 TI,,,0,9/19/24,REASIGNACION,APLICADO_SELECCIONADO,
3258,9682707,DESARROLLOS BACK-END SEMI-SENIOR,Gestión de Fraude,Java SE;Python;PostgreSQL;AWS DynamoDB;Spring Boot;Artifactory;SWIFT;Pruebas Unitarias;SOLID;DOCKER;Kubernetes;Git;RabbitMQ,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/19/24,NUEVA,APLICADO_PRESELECCIONADO,
3270,9685564,DESARROLLOS BACK-END SEMI-SENIOR,Nuevas Soluciones de Flujo,Java SE;PostgreSQL;MongoDB;Spring Boot;Artifactory;Pruebas de Performance;SOLID;DOCKER;Gradle,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/19/24,NUEVA,APLICADO_PRESELECCIONADO,
3268,9682709, DESARROLLOS FULL-STACK SENIOR,Distribución a Distancia,Java SE;JavaScript;MYSQL;PostgreSQL;Spring Boot;Angular;Artifactory;AMAZON EC2;Jmeter;Azure Active Directory;Kubernetes;DOCKER;Gradle;Git,"TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",0,9/19/24,NUEVA,APLICADO_SELECCIONADO,
3268,9682710, DESARROLLOS FULL-STACK SENIOR,Distribución a Distancia,Java SE;JavaScript;MYSQL;PostgreSQL;Spring Boot;Angular;Artifactory;AMAZON EC2;Jmeter;Azure Active Directory;Kubernetes;DOCKER;Gradle;Git,"TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",0,9/19/24,NUEVA,NO_APLICADO,
3271,9685565,DESARROLLOS BACK-END SEMI-SENIOR,Nuevas Soluciones de Flujo,Java SE;PostgreSQL;MongoDB;Spring Boot;Artifactory;Pruebas de Performance;SOLID;DOCKER;Gradle,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/19/24,NUEVA,NO_APLICADO,
3275,9685782,DESARROLLOS BACK-END SENIOR,Depositos y cuentas especiales,RPG/ILE;Java SE;DB2;AWS DynamoDB;Spring Boot;Artifactory;SWIFT;Azure Active Directory;SOLID;Kubernetes;DOCKER;Git;Postman INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: PG y Devops,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,9/20/24,NUEVA,NO_APLICADO,
